Pathway	Article Count	Success Rate	Times Found	Total Occurrences
Necroptosis	40	0.7333333333333333	11	15
Necroptosis	50	0.8	12	15
Necroptosis	100	0.6428571428571429	9	14
Necroptosis	200	0.6923076923076923	9	13
Necroptosis	300	0.75	9	12
Necroptosis	400	0.8333333333333334	10	12
Necroptosis	500	0.8181818181818182	9	11
Necroptosis	600	0.7272727272727273	8	11
Necroptosis	700	0.7272727272727273	8	11
Necroptosis	800	0.7	7	10
Necroptosis	900	0.8	8	10
Necroptosis	1000	0.5714285714285714	4	7
Neuroactive ligand-receptor interaction	0	0.967741935483871	30	31
Neuroactive ligand-receptor interaction	10	0.9285714285714286	26	28
Neuroactive ligand-receptor interaction	20	0.9230769230769231	24	26
Neuroactive ligand-receptor interaction	30	0.96	24	25
Neuroactive ligand-receptor interaction	40	0.9583333333333334	23	24
Neuroactive ligand-receptor interaction	50	0.9583333333333334	23	24
Neuroactive ligand-receptor interaction	100	0.92	23	25
Neuroactive ligand-receptor interaction	200	0.96	24	25
Neuroactive ligand-receptor interaction	300	0.96	24	25
Neuroactive ligand-receptor interaction	400	0.9583333333333334	23	24
Neuroactive ligand-receptor interaction	500	0.9565217391304348	22	23
Neuroactive ligand-receptor interaction	600	0.9473684210526315	18	19
Neuroactive ligand-receptor interaction	700	0.9473684210526315	18	19
Neuroactive ligand-receptor interaction	800	0.9473684210526315	18	19
Neuroactive ligand-receptor interaction	900	0.9473684210526315	18	19
Neuroactive ligand-receptor interaction	1000	0.9	9	10
Neurotrophin signaling pathway	0	1.0	6	6
Neurotrophin signaling pathway	10	0.6666666666666666	4	6
Neurotrophin signaling pathway	20	0.6666666666666666	4	6
Neurotrophin signaling pathway	30	0.6666666666666666	4	6
Neurotrophin signaling pathway	40	0.6666666666666666	4	6
Neurotrophin signaling pathway	50	0.8333333333333334	5	6
Neurotrophin signaling pathway	100	0.8	4	5
Neurotrophin signaling pathway	200	0.8	4	5
Neurotrophin signaling pathway	300	0.8	4	5
Neurotrophin signaling pathway	400	0.75	3	4
Neurotrophin signaling pathway	500	0.75	3	4
Neurotrophin signaling pathway	600	0.75	3	4
Neurotrophin signaling pathway	700	0.75	3	4
Neurotrophin signaling pathway	800	0.75	3	4
Neurotrophin signaling pathway	900	1.0	3	3
Neurotrophin signaling pathway	1000	1.0	1	1
Neutrophil extracellular trap formation	0	1.0	6	6
Neutrophil extracellular trap formation	10	0.8333333333333334	5	6
Neutrophil extracellular trap formation	20	0.6666666666666666	4	6
Neutrophil extracellular trap formation	30	0.6666666666666666	4	6
Neutrophil extracellular trap formation	40	1.0	6	6
Neutrophil extracellular trap formation	50	1.0	5	5
Neutrophil extracellular trap formation	100	1.0	5	5
Neutrophil extracellular trap formation	200	1.0	5	5
Neutrophil extracellular trap formation	300	1.0	5	5
Neutrophil extracellular trap formation	400	1.0	5	5
Neutrophil extracellular trap formation	500	1.0	5	5
Neutrophil extracellular trap formation	600	1.0	4	4
Neutrophil extracellular trap formation	700	1.0	4	4
Neutrophil extracellular trap formation	800	1.0	4	4
Neutrophil extracellular trap formation	900	1.0	4	4
Neutrophil extracellular trap formation	1000	1.0	3	3
Nicotinate and nicotinamide metabolism	0	0.75	3	4
Nicotinate and nicotinamide metabolism	10	0.75	3	4
Nicotinate and nicotinamide metabolism	20	0.6666666666666666	2	3
Nicotinate and nicotinamide metabolism	30	0.6666666666666666	2	3
Nicotinate and nicotinamide metabolism	40	1.0	2	2
Nicotinate and nicotinamide metabolism	50	1.0	2	2
Nicotinate and nicotinamide metabolism	100	0.5	1	2
Nicotinate and nicotinamide metabolism	200	0.0	0	1
Nicotinate and nicotinamide metabolism	300	0.0	0	1
Nicotinate and nicotinamide metabolism	400	0.0	0	1
Nicotinate and nicotinamide metabolism	500	0.0	0	1
Nicotinate and nicotinamide metabolism	600	0.0	0	1
Nicotinate and nicotinamide metabolism	700	0.0	0	1
Nicotinate and nicotinamide metabolism	800	0.0	0	1
Nicotinate and nicotinamide metabolism	900	0.0	0	1
Nicotinate and nicotinamide metabolism	1000	0.0	0	1
Nitrogen metabolism	0	1.0	1	1
Nitrogen metabolism	10	1.0	1	1
Nitrogen metabolism	20	1.0	1	1
Nitrogen metabolism	30	1.0	1	1
Non-homologous end-joining	0	0.14285714285714285	1	7
Non-homologous end-joining	10	0.16666666666666666	1	6
Non-homologous end-joining	20	0.16666666666666666	1	6
Non-homologous end-joining	30	0.0	0	5
Non-homologous end-joining	40	0.0	0	5
Non-homologous end-joining	50	0.0	0	5
Non-homologous end-joining	100	0.0	0	5
Non-homologous end-joining	200	0.0	0	5
Non-homologous end-joining	300	0.0	0	5
Non-homologous end-joining	400	0.0	0	5
Non-homologous end-joining	500	0.8	4	5
Non-homologous end-joining	600	0.6	3	5
Non-homologous end-joining	700	0.2	1	5
Non-homologous end-joining	800	0.0	0	5
Non-homologous end-joining	900	0.0	0	5
Non-homologous end-joining	1000	0.0	0	4
Notch signaling pathway	0	0.875	14	16
Notch signaling pathway	10	0.8461538461538461	11	13
Notch signaling pathway	20	0.8333333333333334	10	12
Notch signaling pathway	30	0.7692307692307693	10	13
Notch signaling pathway	40	0.75	9	12
Notch signaling pathway	50	0.8333333333333334	10	12
Notch signaling pathway	100	0.9090909090909091	10	11
Notch signaling pathway	200	0.9	9	10
Notch signaling pathway	300	0.875	7	8
Notch signaling pathway	400	0.8571428571428571	6	7
Notch signaling pathway	500	0.8571428571428571	6	7
Notch signaling pathway	600	0.75	6	8
Notch signaling pathway	700	0.75	6	8
Notch signaling pathway	800	0.75	6	8
Notch signaling pathway	900	0.7142857142857143	5	7
Notch signaling pathway	1000	0.3333333333333333	1	3
Nucleotide excision repair	0	0.9090909090909091	10	11
Nucleotide excision repair	10	0.8181818181818182	9	11
Nucleotide excision repair	20	0.8181818181818182	9	11
Nucleotide excision repair	30	0.8181818181818182	9	11
Nucleotide excision repair	40	0.8181818181818182	9	11
Nucleotide excision repair	50	0.8	8	10
Nucleotide excision repair	100	0.8	8	10
Nucleotide excision repair	200	0.8	8	10
Nucleotide excision repair	300	0.9	9	10
Nucleotide excision repair	400	0.9	9	10
Nucleotide excision repair	500	0.9	9	10
Nucleotide excision repair	600	0.9	9	10
Nucleotide excision repair	700	0.9	9	10
Nucleotide excision repair	800	0.9	9	10
Nucleotide excision repair	900	0.9	9	10
Nucleotide excision repair	1000	0.75	3	4
One carbon pool by folate	0	1.0	6	6
One carbon pool by folate	10	1.0	5	5
One carbon pool by folate	20	0.75	3	4
One carbon pool by folate	30	0.6666666666666666	2	3
One carbon pool by folate	40	0.6666666666666666	2	3
One carbon pool by folate	50	0.6666666666666666	2	3
One carbon pool by folate	100	1.0	3	3
One carbon pool by folate	200	1.0	3	3
One carbon pool by folate	300	1.0	3	3
One carbon pool by folate	400	1.0	3	3
One carbon pool by folate	500	1.0	3	3
One carbon pool by folate	600	1.0	3	3
One carbon pool by folate	700	1.0	3	3
One carbon pool by folate	800	1.0	3	3
One carbon pool by folate	900	1.0	3	3
One carbon pool by folate	1000	1.0	3	3
Oocyte meiosis	0	0.6666666666666666	2	3
Oocyte meiosis	10	0.6666666666666666	2	3
Oocyte meiosis	20	0.6666666666666666	2	3
Oocyte meiosis	30	0.6666666666666666	2	3
Oocyte meiosis	40	0.6666666666666666	2	3
Oocyte meiosis	50	0.6666666666666666	2	3
Oocyte meiosis	100	0.6666666666666666	2	3
Oocyte meiosis	200	0.6666666666666666	2	3
Oocyte meiosis	300	0.5	1	2
Oocyte meiosis	400	0.5	1	2
Oocyte meiosis	500	0.5	1	2
Oocyte meiosis	600	0.5	1	2
Oocyte meiosis	700	0.5	1	2
Oocyte meiosis	800	0.5	1	2
Oocyte meiosis	900	0.0	0	1
Osteoclast differentiation	0	0.9411764705882353	16	17
Osteoclast differentiation	10	0.875	14	16
Osteoclast differentiation	20	0.8823529411764706	15	17
Osteoclast differentiation	30	0.8823529411764706	15	17
Osteoclast differentiation	40	0.875	14	16
Osteoclast differentiation	50	1.0	16	16
Osteoclast differentiation	100	1.0	13	13
Osteoclast differentiation	200	1.0	11	11
Osteoclast differentiation	300	1.0	10	10
Osteoclast differentiation	400	0.9	9	10
Osteoclast differentiation	500	1.0	9	9
Osteoclast differentiation	600	0.8888888888888888	8	9
Osteoclast differentiation	700	0.8888888888888888	8	9
Osteoclast differentiation	800	1.0	8	8
Osteoclast differentiation	900	0.875	7	8
Osteoclast differentiation	1000	1.0	4	4
Other glycan degradation	0	1.0	11	11
Other glycan degradation	10	1.0	11	11
Other glycan degradation	20	1.0	11	11
Other glycan degradation	30	1.0	11	11
Other glycan degradation	40	1.0	11	11
Other glycan degradation	50	1.0	11	11
Other glycan degradation	100	1.0	11	11
Other glycan degradation	200	1.0	11	11
Other glycan degradation	300	1.0	11	11
Other glycan degradation	400	1.0	11	11
Other glycan degradation	500	1.0	11	11
Other glycan degradation	600	1.0	11	11
Other glycan degradation	700	1.0	11	11
Other glycan degradation	800	1.0	11	11
Other glycan degradation	900	1.0	11	11
Other glycan degradation	1000	1.0	4	4
Other types of O-glycan biosynthesis	0	0.7142857142857143	5	7
Other types of O-glycan biosynthesis	10	0.5	3	6
Other types of O-glycan biosynthesis	20	0.6666666666666666	4	6
Other types of O-glycan biosynthesis	30	0.6666666666666666	4	6
Other types of O-glycan biosynthesis	40	0.6666666666666666	4	6
Other types of O-glycan biosynthesis	50	0.6	3	5
Other types of O-glycan biosynthesis	100	0.8	4	5
Other types of O-glycan biosynthesis	200	0.8	4	5
Other types of O-glycan biosynthesis	300	0.75	3	4
Other types of O-glycan biosynthesis	400	0.75	3	4
Other types of O-glycan biosynthesis	500	0.6666666666666666	2	3
Other types of O-glycan biosynthesis	600	0.6666666666666666	2	3
Other types of O-glycan biosynthesis	700	0.3333333333333333	1	3
Other types of O-glycan biosynthesis	800	0.6666666666666666	2	3
Other types of O-glycan biosynthesis	900	0.3333333333333333	1	3
Ovarian steroidogenesis	0	0.8	4	5
Ovarian steroidogenesis	10	0.6	3	5
Ovarian steroidogenesis	20	0.8	4	5
Ovarian steroidogenesis	30	0.8	4	5
Ovarian steroidogenesis	40	0.8	4	5
Ovarian steroidogenesis	50	0.8	4	5
Ovarian steroidogenesis	100	0.8	4	5
Ovarian steroidogenesis	200	0.8	4	5
Ovarian steroidogenesis	300	0.8	4	5
Ovarian steroidogenesis	400	0.8	4	5
Ovarian steroidogenesis	500	0.8	4	5
Ovarian steroidogenesis	600	0.8	4	5
Ovarian steroidogenesis	700	0.8	4	5
Ovarian steroidogenesis	800	0.8	4	5
Ovarian steroidogenesis	900	0.8	4	5
Ovarian steroidogenesis	1000	1.0	2	2
Oxidative phosphorylation	0	0.8947368421052632	17	19
Oxidative phosphorylation	10	0.8888888888888888	16	18
Oxidative phosphorylation	20	0.8823529411764706	15	17
Oxidative phosphorylation	30	0.9375	15	16
Oxidative phosphorylation	40	0.8666666666666667	13	15
Oxidative phosphorylation	50	0.8666666666666667	13	15
Oxidative phosphorylation	100	0.8	12	15
Oxidative phosphorylation	200	0.8666666666666667	13	15
Oxidative phosphorylation	300	0.8	12	15
Oxidative phosphorylation	400	0.9333333333333333	14	15
Oxidative phosphorylation	500	0.9333333333333333	14	15
Oxidative phosphorylation	600	0.9333333333333333	14	15
Oxidative phosphorylation	700	0.8666666666666667	13	15
Oxidative phosphorylation	800	0.8666666666666667	13	15
Oxidative phosphorylation	900	0.8	12	15
Oxidative phosphorylation	1000	1.0	11	11
Oxytocin signaling pathway	0	1.0	5	5
Oxytocin signaling pathway	10	0.75	3	4
Oxytocin signaling pathway	20	0.75	3	4
Oxytocin signaling pathway	30	0.75	3	4
Oxytocin signaling pathway	40	0.75	3	4
Oxytocin signaling pathway	50	0.75	3	4
Oxytocin signaling pathway	100	0.75	3	4
Oxytocin signaling pathway	200	0.6666666666666666	2	3
Oxytocin signaling pathway	300	0.6666666666666666	2	3
Oxytocin signaling pathway	400	0.6666666666666666	2	3
Oxytocin signaling pathway	500	0.6666666666666666	2	3
Oxytocin signaling pathway	600	0.6666666666666666	2	3
Oxytocin signaling pathway	700	0.6666666666666666	2	3
Oxytocin signaling pathway	800	0.6666666666666666	2	3
Oxytocin signaling pathway	900	0.6666666666666666	2	3
Oxytocin signaling pathway	1000	1.0	2	2
PI3K-Akt signaling pathway	0	0.9315068493150684	68	73
PI3K-Akt signaling pathway	10	0.8676470588235294	59	68
PI3K-Akt signaling pathway	20	0.8529411764705882	58	68
PI3K-Akt signaling pathway	30	0.8484848484848485	56	66
PI3K-Akt signaling pathway	40	0.8412698412698413	53	63
PI3K-Akt signaling pathway	50	0.8412698412698413	53	63
PI3K-Akt signaling pathway	100	0.8727272727272727	48	55
PI3K-Akt signaling pathway	200	0.84	42	50
PI3K-Akt signaling pathway	300	0.8333333333333334	40	48
PI3K-Akt signaling pathway	400	0.8936170212765957	42	47
PI3K-Akt signaling pathway	500	0.9069767441860465	39	43
PI3K-Akt signaling pathway	600	0.9285714285714286	39	42
PI3K-Akt signaling pathway	700	0.9444444444444444	34	36
PI3K-Akt signaling pathway	800	0.9411764705882353	32	34
PI3K-Akt signaling pathway	900	0.9393939393939394	31	33
PI3K-Akt signaling pathway	1000	0.9333333333333333	14	15
PPAR signaling pathway	0	0.8571428571428571	6	7
PPAR signaling pathway	10	0.8571428571428571	6	7
PPAR signaling pathway	20	0.8571428571428571	6	7
PPAR signaling pathway	30	0.8571428571428571	6	7
PPAR signaling pathway	40	0.8571428571428571	6	7
PPAR signaling pathway	50	0.8571428571428571	6	7
PPAR signaling pathway	100	0.7142857142857143	5	7
PPAR signaling pathway	200	0.6	3	5
PPAR signaling pathway	300	0.8	4	5
PPAR signaling pathway	400	0.8	4	5
PPAR signaling pathway	500	0.8	4	5
PPAR signaling pathway	600	0.8	4	5
PPAR signaling pathway	700	0.8	4	5
PPAR signaling pathway	800	0.8	4	5
PPAR signaling pathway	900	0.8	4	5
PPAR signaling pathway	1000	1.0	2	2
Pancreatic secretion	0	1.0	3	3
Pancreatic secretion	10	1.0	3	3
Pancreatic secretion	20	1.0	2	2
Pancreatic secretion	30	1.0	2	2
Pancreatic secretion	40	1.0	2	2
Pancreatic secretion	50	1.0	2	2
Pancreatic secretion	100	1.0	2	2
Pancreatic secretion	200	1.0	2	2
Pancreatic secretion	300	1.0	2	2
Pancreatic secretion	400	1.0	2	2
Pancreatic secretion	500	1.0	2	2
Pancreatic secretion	600	1.0	2	2
Pancreatic secretion	700	1.0	1	1
Pancreatic secretion	800	1.0	1	1
Pancreatic secretion	900	1.0	1	1
Pantothenate and CoA biosynthesis	0	1.0	8	8
Pantothenate and CoA biosynthesis	10	1.0	8	8
Pantothenate and CoA biosynthesis	20	1.0	7	7
Pantothenate and CoA biosynthesis	30	1.0	7	7
Pantothenate and CoA biosynthesis	40	1.0	6	6
Pantothenate and CoA biosynthesis	50	1.0	6	6
Pantothenate and CoA biosynthesis	100	1.0	6	6
Pantothenate and CoA biosynthesis	200	1.0	5	5
Pantothenate and CoA biosynthesis	300	1.0	5	5
Pantothenate and CoA biosynthesis	400	1.0	5	5
Pantothenate and CoA biosynthesis	500	1.0	4	4
Pantothenate and CoA biosynthesis	600	1.0	4	4
Pantothenate and CoA biosynthesis	700	1.0	4	4
Pantothenate and CoA biosynthesis	800	1.0	4	4
Pantothenate and CoA biosynthesis	900	1.0	4	4
Parathyroid hormone synthesis, secretion and action	0	0.9583333333333334	23	24
Parathyroid hormone synthesis, secretion and action	10	0.9545454545454546	21	22
Parathyroid hormone synthesis, secretion and action	20	0.85	17	20
Parathyroid hormone synthesis, secretion and action	30	0.9	18	20
Parathyroid hormone synthesis, secretion and action	40	0.9473684210526315	18	19
Parathyroid hormone synthesis, secretion and action	50	0.9473684210526315	18	19
Parathyroid hormone synthesis, secretion and action	100	0.8947368421052632	17	19
Parathyroid hormone synthesis, secretion and action	200	0.9230769230769231	12	13
Parathyroid hormone synthesis, secretion and action	300	0.9166666666666666	11	12
Parathyroid hormone synthesis, secretion and action	400	1.0	12	12
Parathyroid hormone synthesis, secretion and action	500	1.0	12	12
Parathyroid hormone synthesis, secretion and action	600	1.0	12	12
Parathyroid hormone synthesis, secretion and action	700	1.0	12	12
Parathyroid hormone synthesis, secretion and action	800	1.0	11	11
Parathyroid hormone synthesis, secretion and action	900	1.0	11	11
Parathyroid hormone synthesis, secretion and action	1000	1.0	4	4
Pentose and glucuronate interconversions	0	1.0	3	3
Pentose and glucuronate interconversions	10	1.0	2	2
Pentose and glucuronate interconversions	20	1.0	2	2
Pentose and glucuronate interconversions	30	1.0	2	2
Pentose and glucuronate interconversions	40	1.0	2	2
Pentose and glucuronate interconversions	50	1.0	2	2
Pentose and glucuronate interconversions	100	1.0	1	1
Pentose phosphate pathway	0	0.8571428571428571	6	7
Pentose phosphate pathway	10	0.6666666666666666	4	6
Pentose phosphate pathway	20	0.6	3	5
Pentose phosphate pathway	30	0.75	3	4
Pentose phosphate pathway	40	0.75	3	4
Pentose phosphate pathway	50	0.75	3	4
Pentose phosphate pathway	100	0.6666666666666666	2	3
Pentose phosphate pathway	200	1.0	2	2
Pentose phosphate pathway	300	1.0	2	2
Pentose phosphate pathway	400	1.0	1	1
Pentose phosphate pathway	500	1.0	1	1
Pentose phosphate pathway	600	1.0	1	1
Pentose phosphate pathway	700	1.0	1	1
Pentose phosphate pathway	800	1.0	1	1
Pentose phosphate pathway	900	1.0	1	1
Peroxisome	0	1.0	16	16
Peroxisome	10	0.9375	15	16
Peroxisome	20	1.0	16	16
Peroxisome	30	1.0	15	15
Peroxisome	40	1.0	15	15
Peroxisome	50	1.0	15	15
Peroxisome	100	1.0	14	14
Peroxisome	200	1.0	12	12
Peroxisome	300	1.0	12	12
Peroxisome	400	1.0	9	9
Peroxisome	500	1.0	7	7
Peroxisome	600	1.0	4	4
Peroxisome	700	1.0	4	4
Peroxisome	800	1.0	4	4
Peroxisome	900	1.0	3	3
Peroxisome	1000	1.0	1	1
Phagosome	0	0.6666666666666666	4	6
Phagosome	10	1.0	6	6
Phagosome	20	0.8	4	5
Phagosome	30	0.6	3	5
Phagosome	40	0.8	4	5
Phagosome	50	0.8	4	5
Phagosome	100	0.8	4	5
Phagosome	200	0.3333333333333333	1	3
Phagosome	300	0.3333333333333333	1	3
Phagosome	400	0.3333333333333333	1	3
Phagosome	500	0.6666666666666666	2	3
Phagosome	600	0.3333333333333333	1	3
Phagosome	700	0.3333333333333333	1	3
Phagosome	800	0.3333333333333333	1	3
Phagosome	900	0.3333333333333333	1	3
Phagosome	1000	0.5	1	2
Phenylalanine, tyrosine and tryptophan biosynthesis	0	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	10	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	20	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	30	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	40	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	50	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	100	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	200	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	300	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	400	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	500	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	600	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	700	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	800	1.0	1	1
Phenylalanine, tyrosine and tryptophan biosynthesis	900	1.0	1	1
Phosphatidylinositol signaling system	0	0.8333333333333334	5	6
Phosphatidylinositol signaling system	10	1.0	4	4
Phosphatidylinositol signaling system	20	1.0	3	3
Phosphatidylinositol signaling system	30	1.0	3	3
Phosphatidylinositol signaling system	40	1.0	3	3
Phosphatidylinositol signaling system	50	1.0	3	3
Phosphatidylinositol signaling system	100	1.0	3	3
Phosphatidylinositol signaling system	200	1.0	3	3
Phosphatidylinositol signaling system	300	1.0	2	2
Phosphatidylinositol signaling system	400	1.0	2	2
Phosphatidylinositol signaling system	500	1.0	2	2
Phosphatidylinositol signaling system	600	1.0	1	1
Phosphatidylinositol signaling system	700	1.0	1	1
Phosphatidylinositol signaling system	800	1.0	1	1
Phosphatidylinositol signaling system	900	1.0	1	1
Phosphatidylinositol signaling system	1000	1.0	1	1
Phospholipase D signaling pathway	0	1.0	4	4
Phospholipase D signaling pathway	10	0.75	3	4
Phospholipase D signaling pathway	20	0.75	3	4
Phospholipase D signaling pathway	30	0.75	3	4
Phospholipase D signaling pathway	40	0.75	3	4
Phospholipase D signaling pathway	50	0.75	3	4
Phospholipase D signaling pathway	100	0.75	3	4
Phospholipase D signaling pathway	200	0.75	3	4
Phospholipase D signaling pathway	300	0.75	3	4
Phospholipase D signaling pathway	400	0.75	3	4
Phospholipase D signaling pathway	500	0.75	3	4
Phospholipase D signaling pathway	600	0.75	3	4
Phospholipase D signaling pathway	700	0.75	3	4
Phospholipase D signaling pathway	800	0.75	3	4
Phospholipase D signaling pathway	900	1.0	4	4
Phospholipase D signaling pathway	1000	1.0	2	2
Phosphonate and phosphinate metabolism	0	0.0	0	1
Phosphonate and phosphinate metabolism	10	0.0	0	1
Phosphonate and phosphinate metabolism	20	0.0	0	1
Phosphonate and phosphinate metabolism	30	0.0	0	1
Phosphonate and phosphinate metabolism	40	0.0	0	1
Phosphonate and phosphinate metabolism	50	0.0	0	1
Phosphonate and phosphinate metabolism	100	0.0	0	1
Phototransduction	0	0.8333333333333334	5	6
Phototransduction	10	0.8333333333333334	5	6
Phototransduction	20	0.8	4	5
Phototransduction	30	0.8	4	5
Phototransduction	40	0.8	4	5
Phototransduction	50	1.0	5	5
Phototransduction	100	1.0	5	5
Phototransduction	200	1.0	5	5
Phototransduction	300	1.0	5	5
Phototransduction	400	1.0	4	4
Phototransduction	500	1.0	4	4
Phototransduction	600	1.0	4	4
Phototransduction	700	1.0	3	3
Phototransduction	800	0.6666666666666666	2	3
Phototransduction	900	0.6666666666666666	2	3
Platelet activation	0	1.0	11	11
Platelet activation	10	1.0	10	10
Platelet activation	20	1.0	10	10
Platelet activation	30	1.0	10	10
Platelet activation	40	1.0	9	9
Platelet activation	50	1.0	9	9
Platelet activation	100	1.0	9	9
Platelet activation	200	1.0	9	9
Platelet activation	300	1.0	9	9
Platelet activation	400	0.8888888888888888	8	9
Platelet activation	500	0.8888888888888888	8	9
Platelet activation	600	1.0	8	8
Platelet activation	700	1.0	8	8
Platelet activation	800	1.0	8	8
Platelet activation	900	1.0	8	8
Platelet activation	1000	1.0	5	5
Primary bile acid biosynthesis	0	1.0	8	8
Primary bile acid biosynthesis	10	0.7142857142857143	5	7
Primary bile acid biosynthesis	20	0.7142857142857143	5	7
Primary bile acid biosynthesis	30	0.7142857142857143	5	7
Primary bile acid biosynthesis	40	0.5714285714285714	4	7
Primary bile acid biosynthesis	50	0.7142857142857143	5	7
Primary bile acid biosynthesis	100	0.8333333333333334	5	6
Primary bile acid biosynthesis	200	1.0	6	6
Primary bile acid biosynthesis	300	1.0	6	6
Primary bile acid biosynthesis	400	1.0	6	6
Primary bile acid biosynthesis	500	1.0	5	5
Primary bile acid biosynthesis	600	1.0	2	2
Primary bile acid biosynthesis	700	1.0	2	2
Primary bile acid biosynthesis	800	1.0	2	2
Primary bile acid biosynthesis	900	1.0	2	2
Primary immunodeficiency	0	1.0	1	1
Primary immunodeficiency	10	1.0	1	1
Primary immunodeficiency	20	1.0	1	1
Primary immunodeficiency	30	1.0	1	1
Primary immunodeficiency	40	1.0	1	1
Primary immunodeficiency	50	1.0	1	1
Primary immunodeficiency	100	1.0	1	1
Primary immunodeficiency	200	1.0	1	1
Primary immunodeficiency	300	1.0	1	1
Primary immunodeficiency	400	1.0	1	1
Primary immunodeficiency	500	1.0	1	1
Primary immunodeficiency	600	1.0	1	1
Primary immunodeficiency	700	1.0	1	1
Primary immunodeficiency	800	1.0	1	1
Primary immunodeficiency	900	1.0	1	1
Primary immunodeficiency	1000	1.0	1	1
Progesterone-mediated oocyte maturation	0	1.0	1	1
Progesterone-mediated oocyte maturation	10	1.0	1	1
Progesterone-mediated oocyte maturation	20	1.0	1	1
Progesterone-mediated oocyte maturation	30	1.0	1	1
Progesterone-mediated oocyte maturation	40	1.0	1	1
Progesterone-mediated oocyte maturation	50	1.0	1	1
Progesterone-mediated oocyte maturation	100	1.0	1	1
Progesterone-mediated oocyte maturation	200	1.0	1	1
Prolactin signaling pathway	0	0.875	7	8
Prolactin signaling pathway	10	1.0	8	8
Prolactin signaling pathway	20	1.0	8	8
Prolactin signaling pathway	30	1.0	8	8
Prolactin signaling pathway	40	1.0	8	8
Prolactin signaling pathway	50	0.875	7	8
Prolactin signaling pathway	100	0.8571428571428571	6	7
Prolactin signaling pathway	200	0.8571428571428571	6	7
Prolactin signaling pathway	300	0.8571428571428571	6	7
Prolactin signaling pathway	400	0.8571428571428571	6	7
Prolactin signaling pathway	500	0.8571428571428571	6	7
Prolactin signaling pathway	600	0.8571428571428571	6	7
Prolactin signaling pathway	700	0.8571428571428571	6	7
Prolactin signaling pathway	800	0.8571428571428571	6	7
Prolactin signaling pathway	900	0.8571428571428571	6	7
Prolactin signaling pathway	1000	1.0	4	4
Propanoate metabolism	0	1.0	1	1
Propanoate metabolism	10	1.0	1	1
Propanoate metabolism	20	1.0	1	1
Proteasome	0	0.75	3	4
Proteasome	10	1.0	4	4
Proteasome	20	1.0	3	3
Proteasome	30	1.0	2	2
Proteasome	40	1.0	2	2
Proteasome	50	1.0	2	2
Proteasome	100	1.0	2	2
Proteasome	200	1.0	2	2
Proteasome	300	1.0	2	2
Proteasome	400	1.0	2	2
Proteasome	500	1.0	2	2
Proteasome	600	1.0	2	2
Proteasome	700	1.0	2	2
Proteasome	800	1.0	2	2
Proteasome	900	1.0	2	2
Proteasome	1000	0.0	0	1
Protein digestion and absorption	0	1.0	7	7
Protein digestion and absorption	10	1.0	7	7
Protein digestion and absorption	20	1.0	6	6
Protein digestion and absorption	30	1.0	6	6
Protein digestion and absorption	40	1.0	6	6
Protein digestion and absorption	50	1.0	3	3
Protein digestion and absorption	100	1.0	3	3
Protein digestion and absorption	200	1.0	3	3
Protein digestion and absorption	300	1.0	2	2
Protein digestion and absorption	400	1.0	2	2
Protein digestion and absorption	500	1.0	2	2
Protein digestion and absorption	600	1.0	2	2
Protein digestion and absorption	700	1.0	1	1
Protein digestion and absorption	800	1.0	1	1
Protein digestion and absorption	900	1.0	1	1
Protein digestion and absorption	1000	1.0	1	1
Protein processing in endoplasmic reticulum	0	0.8947368421052632	17	19
Protein processing in endoplasmic reticulum	10	0.8823529411764706	15	17
Protein processing in endoplasmic reticulum	20	0.8666666666666667	13	15
Protein processing in endoplasmic reticulum	30	0.8571428571428571	12	14
Protein processing in endoplasmic reticulum	40	0.8571428571428571	12	14
Protein processing in endoplasmic reticulum	50	0.8571428571428571	12	14
Protein processing in endoplasmic reticulum	100	0.75	9	12
Protein processing in endoplasmic reticulum	200	0.7777777777777778	7	9
Protein processing in endoplasmic reticulum	300	0.875	7	8
Protein processing in endoplasmic reticulum	400	0.8571428571428571	6	7
Protein processing in endoplasmic reticulum	500	0.8571428571428571	6	7
Protein processing in endoplasmic reticulum	600	0.8571428571428571	6	7
Protein processing in endoplasmic reticulum	700	0.8571428571428571	6	7
Protein processing in endoplasmic reticulum	800	0.8571428571428571	6	7
Protein processing in endoplasmic reticulum	900	0.8333333333333334	5	6
Protein processing in endoplasmic reticulum	1000	0.0	0	1
Proximal tubule bicarbonate reclamation	0	1.0	3	3
Proximal tubule bicarbonate reclamation	10	1.0	3	3
Proximal tubule bicarbonate reclamation	20	1.0	3	3
